Serial No.,Date,Time,Device Name,co2,hum,illuminance,maximum_rainfall,par,pm10,pm2_5,pressure,rain_accumulation,temp,tsr,wind_angle,wind_direction,wind_speed,wind_speed_level
14596,22/05/2024,20:37:53,Weather station,452,99.9,0,6553.5,0,21,17,997.1,6553.5,26.6,0,28.8,NNE,0.5,1
14597,22/05/2024,20:27:53,Weather station,448,99.9,0,6553.5,0,20,16,996.9,6553.5,26.6,0,12.6,NNE,0.6,1
14598,22/05/2024,20:17:53,Weather station,453,99.9,0,6553.5,0,23,18,997,6553.5,26.8,0,42.4,NE,0.7,1
14599,22/05/2024,20:07:53,Weather station,454,99.9,0,6553.5,0,20,16,996.7,6553.5,27,0,48.5,NE,0.8,1
14600,22/05/2024,19:57:54,Weather station,444,99.9,0,6553.5,0,16,13,996.8,6553.5,27.2,0,51.3,NE,1,1
14601,22/05/2024,19:47:54,Weather station,453,99.9,0,6553.5,0,15,12,996.8,6553.5,27.1,0,26.1,NNE,0.9,1
14602,22/05/2024,19:37:54,Weather station,467,99.9,0,6553.5,0,20,16,996.7,6553.5,27.1,0,7.9,N,0.7,1
14603,22/05/2024,19:27:54,Weather station,457,99.9,0,6553.5,0,59,47,996.6,6553.5,27.3,0,49.8,NE,0,0
14604,22/05/2024,19:17:54,Weather station,438,99.9,0,6553.5,0,15,12,996.5,6553.5,27.3,0,151.6,SSE,0,0
14605,22/05/2024,19:07:53,Weather station,444,99.9,0,6553.5,0,46,37,996.4,6553.5,27.3,0,169,S,0.3,1
14606,22/05/2024,18:57:54,Weather station,445,99.9,0,6553.5,0,13,10,996.4,6553.5,27.2,0,26.9,NNE,0.6,1
14607,22/05/2024,18:47:54,Weather station,443,99.9,0,6553.5,0,35,27,996.1,6553.5,27.2,0,77.1,ENE,0.7,1
14608,22/05/2024,18:37:53,Weather station,447,99.9,0,6553.5,0,9,8,996.1,6553.5,27.2,0,85.5,E,0,0
14609,22/05/2024,18:27:54,Weather station,446,99.9,10,6553.5,0,13,10,995.8,6553.5,27.2,0,65.2,ENE,0.5,1
14610,22/05/2024,18:17:54,Weather station,452,99.9,41,6553.5,3,12,10,995.9,6553.5,27.3,11,27.8,NNE,0.8,1
14611,22/05/2024,18:07:53,Weather station,459,99.9,96,6553.5,10,12,10,996,6553.5,27.3,60,45.8,NE,0.8,1
14612,22/05/2024,17:57:53,Weather station,446,99.9,173,6553.5,21,12,10,996.1,6553.5,27.4,140,5.2,N,0.8,1
14613,22/05/2024,17:47:54,Weather station,447,99.9,243,6553.5,30,12,10,996,6553.5,27.5,213,337.4,NNW,1.4,1
14614,22/05/2024,17:37:54,Weather station,444,99.9,277,6553.5,35,16,13,996.1,6553.5,27.7,251,333.4,NNW,1,1
14615,22/05/2024,17:27:54,Weather station,466,99.9,219,6553.5,29,27,21,995.9,6553.5,28.7,205,291.8,WNW,1.3,1
14616,22/05/2024,17:17:54,Weather station,433,99.9,183,6553.5,19,38,30,995.4,6553.5,30.8,132,351.5,N,0.4,1
14617,22/05/2024,17:07:54,Weather station,437,99.9,546,6553.5,71,36,28,994.9,6553.5,31,528,103.9,ESE,0.7,1
14618,22/05/2024,16:57:54,Weather station,439,99.9,458,6553.5,53,42,32,995,6553.5,31,409,138.8,SE,0.5,1
14619,22/05/2024,16:47:54,Weather station,439,99.9,762,6553.5,92,33,26,994.9,6553.5,31.4,693,274.2,W,0.7,1
14620,22/05/2024,16:37:54,Weather station,433,99.9,1349,6553.5,167,33,26,994.6,6553.5,31.5,1256,103.5,ESE,0.2,0
14621,22/05/2024,16:27:54,Weather station,421,99.9,1784,6553.5,222,39,30,994.2,6553.5,31.9,1656,220.8,SW,1.2,1
14622,22/05/2024,16:17:54,Weather station,431,99.9,2847,6553.5,352,35,28,994.1,6553.5,32.7,2600,194.2,SSW,0.5,1
14623,22/05/2024,16:07:54,Weather station,425,99.9,4392,6553.5,441,32,26,994,6553.5,32.8,3436,137.7,SE,1.5,1
14624,22/05/2024,15:58:02,Weather station,437,99.9,4410,6553.5,438,34,27,993.9,6553.5,32.5,3403,150.9,SSE,1.3,1
14625,22/05/2024,15:47:54,Weather station,435,99.9,3668,6553.5,398,34,27,993.9,6553.5,32.5,3047,143,SE,1.8,2
14626,22/05/2024,15:38:12,Weather station,438,99.9,3902,6553.5,418,38,29,993.9,6553.5,32.7,3240,137.4,SE,1.3,1
14627,22/05/2024,15:27:54,Weather station,434,99.9,3669,6553.5,403,43,33,993.8,6553.5,33,3102,137.5,SE,0.6,1
14628,22/05/2024,15:17:54,Weather station,435,99.9,3690,6553.5,409,42,34,994.2,6553.5,32.3,3145,145.4,SE,0.7,1
14629,22/05/2024,15:07:54,Weather station,433,99.9,3307,6553.5,387,49,37,994.2,6553.5,32.6,2968,121.5,ESE,0.7,1
14630,22/05/2024,14:57:54,Weather station,434,99.9,3251,6553.5,392,45,35,994.7,6553.5,32.4,3029,155.8,SSE,1.2,1
14631,22/05/2024,14:47:54,Weather station,438,99.9,2858,6553.5,364,50,38,995,6553.5,32.4,2792,148.9,SSE,0.5,1
14632,22/05/2024,14:37:54,Weather station,435,99.9,3236,6553.5,394,50,38,995.1,6553.5,32.3,3102,159.4,SSE,1,1
14633,22/05/2024,14:27:54,Weather station,437,99.9,2235,6553.5,266,54,41,995.3,6553.5,32.1,2139,150.5,SSE,0.8,1
14634,22/05/2024,14:17:54,Weather station,453,99.9,2137,6553.5,254,52,39,995.5,6553.5,31.8,1983,182.4,S,0.4,1
14635,22/05/2024,14:07:54,Weather station,434,99.9,3153,6553.5,377,45,34,995.5,6553.5,32.8,2904,148.9,SSE,1.2,1
14636,22/05/2024,13:57:54,Weather station,431,99.9,5433,6553.5,520,46,35,995.5,6553.5,34.9,4276,159.5,SSE,0.5,1
14637,22/05/2024,13:47:54,Weather station,439,99.9,5698,6553.5,528,42,33,995.8,6553.5,34,4362,222.1,SW,1.1,1
14638,22/05/2024,13:37:54,Weather station,438,99.9,4640,6553.5,458,43,35,995.8,6553.5,34.2,3689,167.2,SSE,0.7,1
14639,22/05/2024,13:27:54,Weather station,433,99.9,5462,6553.5,516,42,33,995.9,6553.5,33.7,4263,104.8,ESE,0.5,1
14640,22/05/2024,13:17:54,Weather station,439,99.9,6877,6553.5,623,44,33,995.8,6553.5,33.9,5279,94.2,E,0,0
14641,22/05/2024,13:07:54,Weather station,456,99.9,7190,6553.5,643,41,32,996,6553.5,34.2,5478,104.8,ESE,0.7,1
14642,22/05/2024,12:57:54,Weather station,446,99.9,5853,6553.5,534,44,34,996.1,6553.5,33.2,4433,144.7,SE,1,1
14643,22/05/2024,12:47:54,Weather station,452,99.9,7434,6553.5,663,40,32,996.3,6553.5,33,5687,136.7,SE,0,0
14644,22/05/2024,12:37:54,Weather station,458,99.9,6941,6553.5,623,39,30,996.4,6553.5,33.1,5315,179.5,S,1,1
14645,22/05/2024,12:27:54,Weather station,458,99.9,6434,6553.5,588,44,35,996.5,6553.5,32.9,4970,151.4,SSE,0.6,1
14646,22/05/2024,12:17:54,Weather station,449,99.9,5326,6553.5,503,40,30,996.7,6553.5,32.9,4162,134.6,SE,0,0
14647,22/05/2024,12:07:54,Weather station,459,99.9,5109,6553.5,494,38,30,996.7,6553.5,32.8,4062,135.6,SE,0,0
14648,22/05/2024,11:57:54,Weather station,456,99.9,4903,6553.5,486,42,32,997,6553.5,32.1,3977,214.3,SW,0,0
14649,22/05/2024,11:47:54,Weather station,468,99.9,3511,6553.5,398,49,37,997.3,6553.5,31.3,3087,215.7,SW,1.1,1
14650,22/05/2024,11:37:54,Weather station,463,99.9,2840,6553.5,360,51,39,997.4,6553.5,31.1,2735,251.7,WSW,0,0
14651,22/05/2024,11:27:54,Weather station,469,99.9,3210,6553.5,390,44,35,997.5,6553.5,31.2,3021,334.7,NNW,0.4,1
14652,22/05/2024,11:17:54,Weather station,476,99.9,3415,6553.5,402,44,35,997.6,6553.5,30.8,3116,156.3,SSE,0.1,0
14653,22/05/2024,11:07:54,Weather station,475,99.9,3388,6553.5,398,50,39,997.7,6553.5,30.3,3088,165.5,SSE,0.5,1
14654,22/05/2024,10:57:54,Weather station,476,99.9,3550,6553.5,406,49,37,997.8,6553.5,30.1,3164,212.1,SSW,1,1
14655,22/05/2024,10:47:54,Weather station,487,99.9,3166,6553.5,384,52,41,998,6553.5,29.8,2944,164.8,SSE,0.7,1
14656,22/05/2024,10:37:54,Weather station,477,99.9,3034,6553.5,376,50,40,998.2,6553.5,29.6,2876,283.9,WNW,1.2,1
14657,22/05/2024,10:27:54,Weather station,490,99.9,3048,6553.5,378,48,38,998.3,6553.5,29.6,2887,99,E,0.7,1
14658,22/05/2024,10:17:54,Weather station,483,99.9,3222,6553.5,388,49,39,998.4,6553.5,29.7,2962,282.9,WNW,0.8,1
14659,22/05/2024,10:07:54,Weather station,480,99.9,3224,6553.5,389,49,37,998.4,6553.5,29.8,2987,161.8,SSE,0.7,1
14660,22/05/2024,09:57:54,Weather station,485,99.9,3301,6553.5,393,46,37,998.3,6553.5,29.5,3022,185.1,S,0.5,1
14661,22/05/2024,09:47:54,Weather station,494,99.9,3172,6553.5,388,48,37,998.4,6553.5,29.3,2973,159.2,SSE,0.7,1
14662,22/05/2024,09:37:54,Weather station,491,99.9,2996,6553.5,376,56,43,998.5,6553.5,29.3,2869,154.6,SSE,0.7,1
14663,22/05/2024,09:27:54,Weather station,492,99.9,2720,6553.5,361,46,37,998.5,6553.5,29.1,2715,171.8,S,0.6,1
14664,22/05/2024,09:17:54,Weather station,496,99.9,2390,6553.5,317,53,40,998.6,6553.5,29.1,2406,223.1,SW,1.3,1
14665,22/05/2024,09:07:54,Weather station,487,99.9,2244,6553.5,297,39,31,998.5,6553.5,29.3,2239,88.1,E,0,0
14666,22/05/2024,08:57:54,Weather station,480,99.9,2259,6553.5,303,40,31,998.3,6553.5,28.9,2276,155.2,SSE,0,0
14667,22/05/2024,08:47:54,Weather station,486,99.9,2132,6553.5,286,39,32,998,6553.5,29,2161,64.3,ENE,0,0
14668,22/05/2024,08:37:54,Weather station,485,99.9,1933,6553.5,261,40,31,998,6553.5,28.8,1934,246.7,WSW,0,0
14669,22/05/2024,08:27:54,Weather station,481,99.9,1821,6553.5,248,44,36,997.7,6553.5,28.6,1837,246.7,WSW,0,0
14670,22/05/2024,08:17:54,Weather station,493,99.9,1653,6553.5,223,40,31,997.6,6553.5,28.3,1664,246.7,WSW,0,0
14671,22/05/2024,08:07:54,Weather station,484,99.9,1458,6553.5,195,38,30,997.6,6553.5,27.8,1455,246.3,WSW,0.7,1
14672,22/05/2024,07:57:54,Weather station,489,99.9,1267,6553.5,163,40,32,997.6,6553.5,27.4,1217,260.9,W,0.6,1
14673,22/05/2024,07:47:54,Weather station,496,99.9,1217,6553.5,157,45,35,997.6,6553.5,27.3,1169,233.1,SW,0.2,0
14674,22/05/2024,07:37:54,Weather station,492,99.9,1317,6553.5,168,44,36,997.3,6553.5,27.1,1285,53.2,NE,0.8,1
14675,22/05/2024,07:27:54,Weather station,503,99.9,1269,6553.5,144,46,36,997.4,6553.5,27.1,1188,336.8,NNW,1.2,1
14676,22/05/2024,07:17:54,Weather station,496,99.9,1201,6553.5,117,41,32,996.9,6553.5,26.9,1088,75.7,ENE,0.7,1
14677,22/05/2024,07:07:54,Weather station,499,99.9,1008,6553.5,105,44,34,996.8,6553.5,26.8,887,29.5,NNE,1.1,1
14678,22/05/2024,06:57:54,Weather station,508,99.9,843,6553.5,86,49,37,996.7,6553.5,26.6,717,68.5,ENE,0.5,1
14679,22/05/2024,06:47:55,Weather station,513,99.9,694,6553.5,73,44,35,996.7,6553.5,26.5,582,274.6,W,0.5,1
14680,22/05/2024,06:37:54,Weather station,505,99.9,530,6553.5,59,45,36,996.7,6553.5,26.4,448,314.6,NW,0.9,1
14681,22/05/2024,06:27:55,Weather station,513,99.9,392,6553.5,46,47,36,997.1,6553.5,26.3,340,12.9,NNE,0.4,1
14682,22/05/2024,06:17:55,Weather station,514,99.9,256,6553.5,30,46,36,997.2,6553.5,26.2,218,329.8,NNW,0.5,1
14683,22/05/2024,06:07:55,Weather station,517,99.9,141,6553.5,15,47,38,997.3,6553.5,26.1,103,318.9,NW,1.1,1
14684,22/05/2024,05:57:54,Weather station,506,99.9,73,6553.5,7,47,37,997.1,6553.5,26,38,280,W,0.8,1
14685,22/05/2024,05:47:55,Weather station,525,99.9,15,6553.5,0,43,35,996.9,6553.5,25.9,0,322.7,NW,1.2,1
14686,22/05/2024,05:37:55,Weather station,510,99.9,0,6553.5,0,42,33,996.9,6553.5,26,0,178.8,S,0.4,1
14687,22/05/2024,05:27:54,Weather station,515,99.9,0,6553.5,0,40,31,997,6553.5,25.9,0,264.5,W,1,1
14688,22/05/2024,05:17:55,Weather station,500,99.9,0,6553.5,0,42,32,996.9,6553.5,25.9,0,308.5,NW,1.5,1
14689,22/05/2024,05:07:55,Weather station,503,99.9,0,6553.5,0,34,28,996.7,6553.5,25.8,0,301.5,WNW,1,1
14690,22/05/2024,04:57:55,Weather station,510,99.9,0,6553.5,0,39,31,996.4,6553.5,25.8,0,301.1,WNW,1.2,1
14691,22/05/2024,04:47:54,Weather station,507,99.9,0,6553.5,0,42,33,996.3,6553.5,25.9,0,260.8,W,0.4,1
14692,22/05/2024,04:37:55,Weather station,505,99.9,0,6553.5,0,42,33,996.5,6553.5,25.9,0,202.9,SSW,1.1,1
14693,22/05/2024,04:27:55,Weather station,501,99.9,0,6553.5,0,44,34,996.6,6553.5,25.9,0,86.5,E,0.6,1
14694,22/05/2024,04:17:55,Weather station,508,99.9,0,6553.5,0,43,35,996.7,6553.5,25.9,0,281.5,WNW,1,1
14695,22/05/2024,04:07:55,Weather station,507,99.9,0,6553.5,0,37,29,996.5,6553.5,25.9,0,267,W,1.1,1
14696,22/05/2024,03:57:55,Weather station,501,99.9,0,6553.5,0,34,27,996.5,6553.5,25.9,0,316.1,NW,1.1,1
14697,22/05/2024,03:47:55,Weather station,496,99.9,0,6553.5,0,36,28,996.6,6553.5,25.9,0,322.8,NW,1.2,1
14698,22/05/2024,03:37:55,Weather station,510,99.9,0,6553.5,0,30,24,996.5,6553.5,25.9,0,219.6,SW,0.5,1
14699,22/05/2024,03:27:55,Weather station,504,99.9,0,6553.5,0,26,21,996.5,6553.5,25.9,0,159.2,SSE,0.7,1
14700,22/05/2024,03:17:55,Weather station,507,99.9,0,6553.5,0,25,20,996.7,6553.5,25.9,0,191.3,SSW,0.4,1
14701,22/05/2024,03:07:55,Weather station,509,99.9,0,6553.5,0,28,22,996.6,6553.5,26,0,266.6,W,0.5,1
14702,22/05/2024,02:57:55,Weather station,507,99.9,0,6553.5,0,27,21,996.6,6553.5,25.9,0,278.2,W,0.6,1
14703,22/05/2024,02:47:55,Weather station,506,99.9,0,6553.5,0,30,23,996.4,6553.5,25.9,0,264.4,W,0.5,1
14704,22/05/2024,02:37:55,Weather station,510,99.9,0,6553.5,0,27,22,996.5,6553.5,25.9,0,250.5,WSW,0.6,1
14705,22/05/2024,02:27:55,Weather station,503,99.9,0,6553.5,0,24,19,996.2,6553.5,25.9,0,91.6,E,0.5,1
14706,22/05/2024,02:17:55,Weather station,505,99.9,0,6553.5,0,25,19,996.4,6553.5,25.9,0,255.2,WSW,0.7,1
14707,22/05/2024,02:07:55,Weather station,506,99.9,0,6553.5,0,24,18,996.4,6553.5,25.9,0,296.5,WNW,0.9,1
14708,22/05/2024,01:57:57,Weather station,500,99.9,0,6553.5,0,25,19,996.4,6553.5,25.9,0,355.6,N,0.4,1
14709,22/05/2024,01:47:55,Weather station,497,99.9,0,6553.5,0,21,17,996.4,6553.5,26,0,280,W,0.7,1
14710,22/05/2024,01:37:55,Weather station,503,99.9,0,6553.5,0,27,22,996.5,6553.5,26.1,0,328.9,NNW,0.1,0
14711,22/05/2024,01:27:55,Weather station,500,99.9,0,6553.5,0,23,19,996.6,6553.5,26,0,314.4,NW,0.6,1
14712,22/05/2024,01:17:55,Weather station,502,99.9,0,6553.5,0,25,20,996.7,6553.5,26.1,0,271.9,W,0.5,1
14713,22/05/2024,01:07:55,Weather station,503,99.9,0,6553.5,0,27,21,996.6,6553.5,26.1,0,293.5,WNW,0.1,0
14714,22/05/2024,00:57:55,Weather station,510,99.9,0,6553.5,0,26,20,996.8,6553.5,26.2,0,271.7,W,0,0
14715,22/05/2024,00:47:55,Weather station,502,99.9,0,6553.5,0,29,23,997,6553.5,26.2,0,45.7,NE,0.6,1
14716,22/05/2024,00:37:55,Weather station,514,99.9,0,6553.5,0,27,21,997.3,6553.5,26.3,0,26.8,NNE,0.4,1
14717,22/05/2024,00:27:55,Weather station,520,99.9,0,6553.5,0,26,20,997.4,6553.5,26.4,0,283,WNW,0.7,1
14718,22/05/2024,00:17:55,Weather station,526,99.9,0,6553.5,0,22,17,997.6,6553.5,26.5,0,67.3,ENE,0.2,0
14719,22/05/2024,00:07:55,Weather station,513,99.9,0,6553.5,0,23,18,998,6553.5,26.4,0,247.9,WSW,0.3,1
14720,21/05/2024,23:57:55,Weather station,503,99.9,0,6553.5,0,19,15,998.2,6553.5,26.4,0,208.2,SSW,0.2,0
14721,21/05/2024,23:47:55,Weather station,508,99.9,0,6553.5,0,20,16,998.4,6553.5,26.4,0,151.1,SSE,0,0
14722,21/05/2024,23:37:55,Weather station,515,99.9,0,6553.5,0,18,14,998.5,6553.5,26.4,0,74.4,ENE,0.1,0
14723,21/05/2024,23:27:55,Weather station,508,99.9,0,6553.5,0,19,15,998.6,6553.5,26.4,0,64.3,ENE,0.7,1
14724,21/05/2024,23:17:55,Weather station,502,99.9,0,6553.5,0,20,16,998.7,6553.5,26.5,0,62.1,ENE,0.4,1
14725,21/05/2024,23:07:55,Weather station,492,99.9,0,6553.5,0,20,16,998.8,6553.5,26.4,0,331.2,NNW,0.3,1
14726,21/05/2024,22:57:55,Weather station,493,99.9,0,6553.5,0,17,13,998.7,6553.5,26.4,0,330.1,NNW,0,0
14727,21/05/2024,22:47:55,Weather station,503,99.9,0,6553.5,0,23,18,998.8,6553.5,26.4,0,18.3,NNE,0.4,1
14728,21/05/2024,22:37:55,Weather station,497,99.9,0,6553.5,0,19,15,998.8,6553.5,26.4,0,65.3,ENE,0.5,1
14729,21/05/2024,22:27:55,Weather station,496,99.9,0,6553.5,0,21,17,998.7,6553.5,26.5,0,106.1,ESE,0.7,1
14730,21/05/2024,22:17:55,Weather station,489,99.9,0,6553.5,0,20,16,999,6553.5,26.5,0,272.9,W,0.5,1
14731,21/05/2024,22:07:55,Weather station,490,99.9,0,6553.5,0,21,16,998.8,6553.5,26.5,0,156.4,SSE,0.6,1
14732,21/05/2024,21:57:55,Weather station,490,99.9,0,6553.5,0,20,16,998.7,6553.5,26.5,0,225,SW,0.7,1
14733,21/05/2024,21:47:55,Weather station,488,99.9,0,6553.5,0,21,17,998.7,6553.5,26.6,0,301.7,WNW,0.5,1
14734,21/05/2024,21:37:55,Weather station,493,99.9,0,6553.5,0,19,15,998.5,6553.5,26.5,0,104.7,ESE,1,1
14735,21/05/2024,21:27:55,Weather station,487,99.9,0,6553.5,0,22,17,998.4,6553.5,26.7,0,151.8,SSE,0.4,1
14736,21/05/2024,21:17:55,Weather station,489,99.9,0,6553.5,0,20,16,998.5,6553.5,26.7,0,275.3,W,0.3,1
14737,21/05/2024,21:07:55,Weather station,491,99.9,0,6553.5,0,18,14,998.5,6553.5,26.7,0,275.3,W,0.4,1
14738,21/05/2024,20:57:55,Weather station,493,99.9,0,6553.5,0,18,15,998.5,6553.5,26.6,0,233.4,SW,0.7,1
14739,21/05/2024,20:47:56,Weather station,489,99.9,0,6553.5,0,19,15,998.4,6553.5,26.7,0,234,SW,0.6,1
14740,21/05/2024,20:37:55,Weather station,486,99.9,0,6553.5,0,16,13,998.2,6553.5,26.7,0,229.4,SW,0.5,1
14741,21/05/2024,20:27:55,Weather station,476,99.9,0,6553.5,0,19,15,998,6553.5,26.7,0,227.5,SW,0,0
14742,21/05/2024,20:17:55,Weather station,484,99.9,0,6553.5,0,19,15,998,6553.5,26.7,0,223.4,SW,0.4,1
14743,21/05/2024,20:07:55,Weather station,469,99.9,0,6553.5,0,15,12,997.9,6553.5,26.7,0,206.5,SSW,0.4,1
14744,21/05/2024,19:57:55,Weather station,471,99.9,0,6553.5,0,15,12,998,6553.5,26.7,0,206.5,SSW,0,0
14745,21/05/2024,19:47:56,Weather station,476,99.9,0,6553.5,0,18,14,998.1,6553.5,26.8,0,176.9,S,0.6,1
14746,21/05/2024,19:37:55,Weather station,486,99.9,0,6553.5,0,15,12,998.2,6553.5,26.8,0,158.2,SSE,0.4,1
14747,21/05/2024,19:27:55,Weather station,483,99.9,0,6553.5,0,15,12,998.1,6553.5,26.7,0,165.7,SSE,0.7,1
14748,21/05/2024,19:17:56,Weather station,482,99.9,0,6553.5,0,16,13,997.9,6553.5,26.8,0,131.6,SE,0.7,1
14749,21/05/2024,19:07:55,Weather station,477,99.9,0,6553.5,0,15,12,997.6,6553.5,26.8,0,227,SW,0.4,1
14750,21/05/2024,18:57:56,Weather station,482,99.9,0,6553.5,0,18,14,998,6553.5,26.9,0,237.6,WSW,0,0
14751,21/05/2024,18:47:56,Weather station,476,99.9,0,6553.5,0,16,13,997.8,6553.5,26.9,0,232.9,SW,0.6,1
14752,21/05/2024,18:37:56,Weather station,474,99.9,0,6553.5,0,17,13,997.9,6553.5,26.9,0,190.7,S,0.5,1
14753,21/05/2024,18:27:56,Weather station,469,99.9,11,6553.5,0,15,12,997.6,6553.5,26.8,0,243,WSW,0.4,1
14754,21/05/2024,18:17:56,Weather station,481,99.9,69,6553.5,7,14,11,997.1,6553.5,26.9,32,176.1,S,0.4,1
14755,21/05/2024,18:07:55,Weather station,473,99.9,168,6553.5,18,20,15,996.9,6553.5,26.9,116,158.1,SSE,0.4,1
14756,21/05/2024,17:57:56,Weather station,473,99.9,252,6553.5,30,19,15,996.8,6553.5,26.9,202,138.9,SE,0.5,1
14757,21/05/2024,17:47:56,Weather station,469,99.9,338,6553.5,41,18,14,996.9,6553.5,26.8,288,159,SSE,0.6,1
14758,21/05/2024,17:37:56,Weather station,463,99.9,493,6553.5,60,18,14,996.6,6553.5,26.9,426,195.3,SSW,0.5,1
14759,21/05/2024,17:27:55,Weather station,464,99.9,552,6553.5,64,20,16,996.5,6553.5,26.8,461,148.6,SSE,0.1,0
14760,21/05/2024,17:17:56,Weather station,473,99.9,495,6553.5,55,21,17,996.4,6553.5,26.5,412,219.5,SW,0.7,1
14761,21/05/2024,17:07:55,Weather station,468,99.9,432,6553.5,48,18,14,996.3,6553.5,26.4,359,205.6,SSW,0.9,1
14762,21/05/2024,16:57:56,Weather station,474,99.9,419,6553.5,47,18,14,996.3,6553.5,26.3,348,200,SSW,0.9,1
14763,21/05/2024,16:47:55,Weather station,478,99.9,431,6553.5,47,20,16,996.1,6553.5,26.4,348,157.5,SSE,0.7,1
14764,21/05/2024,16:38:05,Weather station,469,99.9,460,6553.5,48,19,15,996.1,6553.5,26.5,361,207.3,SSW,1,1
14765,21/05/2024,16:27:56,Weather station,465,99.9,534,6553.5,58,23,18,996.3,6553.5,26.6,434,143.6,SE,0.8,1
14766,21/05/2024,16:17:56,Weather station,463,99.9,661,6553.5,74,18,14,996.1,6553.5,26.7,560,203,SSW,1.6,2
14767,21/05/2024,16:07:56,Weather station,460,99.9,671,6553.5,80,20,16,996.2,6553.5,26.9,609,159.2,SSE,1,1
14768,21/05/2024,15:57:56,Weather station,468,99.9,721,6553.5,89,17,14,996.1,6553.5,27.1,681,223.4,SW,1.7,2
14769,21/05/2024,15:47:56,Weather station,470,99.9,668,6553.5,89,16,13,995.9,6553.5,27.3,665,98.9,E,0.7,1
14770,21/05/2024,15:37:56,Weather station,472,99.9,373,6553.5,42,19,15,995.9,6553.5,27.4,312,151,SSE,1.4,1
14771,21/05/2024,15:27:56,Weather station,467,99.9,358,6553.5,37,20,16,995.7,6553.5,27.9,267,52.5,NE,0.9,1
14772,21/05/2024,15:17:56,Weather station,465,99.9,486,6553.5,52,21,17,995.6,6553.5,29.1,409,157.9,SSE,0.9,1
14773,21/05/2024,15:07:56,Weather station,459,99.9,481,6553.5,48,19,15,995.8,6553.5,29.4,343,167.2,SSE,0.4,1
14774,21/05/2024,14:57:56,Weather station,462,99.9,980,6553.5,107,22,17,995.6,6553.5,29.5,762,154.9,SSE,0.6,1
14775,21/05/2024,14:47:56,Weather station,461,99.9,1345,6553.5,142,66,53,995.9,6553.5,29.3,1016,232,SW,0.6,1
14776,21/05/2024,14:37:56,Weather station,451,99.9,1802,6553.5,216,27,21,995.8,6553.5,29.5,1541,235.9,SW,0.5,1
14777,21/05/2024,14:28:04,Weather station,446,99.9,2345,6553.5,299,21,16,996.1,6553.5,28.1,2190,260.6,W,0.5,1
14778,21/05/2024,14:17:56,Weather station,450,99.9,2019,6553.5,235,29,23,996.2,6553.5,27.6,1676,296.4,WNW,0.9,1
14779,21/05/2024,14:07:56,Weather station,432,99.9,1979,6553.5,241,23,19,996.2,6553.5,29,1679,67,ENE,2.4,2
14780,21/05/2024,13:57:56,Weather station,450,99.9,2632,6553.5,328,15,12,996,6553.5,33,2260,67.6,ENE,1.2,1
14781,21/05/2024,13:47:56,Weather station,434,94.1,3340,6553.5,391,17,13,996.1,6553.5,34,2871,56,NE,0.7,1
14782,21/05/2024,13:37:56,Weather station,435,90.8,3909,6553.5,431,16,13,996.2,6553.5,35.6,3248,46.1,NE,0,0
14783,21/05/2024,13:27:56,Weather station,442,89.2,5512,6553.5,546,14,11,996.5,6553.5,35.6,4316,79.4,E,0,0
14784,21/05/2024,13:17:56,Weather station,439,89.4,5544,6553.5,538,11,9,996.6,6553.5,36.4,4296,350.6,N,0,0
14785,21/05/2024,13:07:56,Weather station,450,88.8,5596,6553.5,541,13,10,996.7,6553.5,36,4346,60.9,ENE,0.7,1
14786,21/05/2024,12:57:56,Weather station,444,88.7,5264,6553.5,514,11,9,996.9,6553.5,35.9,4106,236.9,WSW,0.6,1
14787,21/05/2024,12:47:56,Weather station,452,93.6,4416,6553.5,444,12,10,997.1,6553.5,35.2,3444,105.2,ESE,0.4,1
14788,21/05/2024,12:37:56,Weather station,451,93.6,5546,6553.5,529,14,11,997.2,6553.5,35.4,4233,99.6,E,0.5,1
14789,21/05/2024,12:27:56,Weather station,445,92.4,5829,6553.5,548,11,9,997.3,6553.5,34.7,4433,297.7,WNW,2,2
14790,21/05/2024,12:17:56,Weather station,453,95.2,6099,6553.5,560,15,12,997.5,6553.5,34.9,4577,281.9,WNW,0.4,1
14791,21/05/2024,12:07:56,Weather station,451,96.1,5996,6553.5,553,14,11,997.6,6553.5,35.2,4539,268.5,W,0.6,1
14792,21/05/2024,11:57:56,Weather station,456,96.1,4472,6553.5,450,14,11,997.5,6553.5,35.3,3615,210.7,SSW,0.9,1
14793,21/05/2024,11:47:56,Weather station,469,99.9,6096,6553.5,738,15,12,997.7,6553.5,35.2,6990,140.4,SE,0.8,1
14794,21/05/2024,11:37:56,Weather station,452,99.4,5559,6553.5,537,14,11,997.9,6553.5,34.2,4349,190.1,S,0.5,1
14795,21/05/2024,11:27:56,Weather station,456,91.5,9081,6553.5,855,12,10,997.7,6553.5,36.5,7364,220.7,SW,0.5,1
14796,21/05/2024,11:17:56,Weather station,465,99,10586,6553.5,991,18,14,997.9,6553.5,35.1,8692,264.8,W,0.6,1
14797,21/05/2024,11:07:56,Weather station,479,99.9,4429,6553.5,464,14,11,998,6553.5,34.3,3720,337.1,NNW,0.9,1
14798,21/05/2024,10:57:56,Weather station,461,99.9,9599,6553.5,843,15,12,998.2,6553.5,35.2,7181,322.1,NW,1.2,1
